"Transfer ID","TitleID","Title","Transfer Type","Relevant Task","Donor Surface","Surface Type","Donor Surface Contamination","Surface Loading Cat","SurfLoadBIo","SurfLoadSolLiq","Contamination  Units","Time Since Application","TimeSinceAppCat","TimeSinceAppBIO","TimeSinceAppLiq","Receiver","Contact Surface Area","Applied Contact Pressure","Type of Contact","Duration of Contact","Number of Contacts","Number of contacts Cat","Moistness of hand","MoistCat","Efficiency type","Substance ID","Number of Observations","Transfer Efficiency","Range of Efficiencies","Standard Deviation","Transfer Efficiency Source","Notes"
676,27,"Dermal Transfer Efficiencies of Pesticides from New, Vinyl Sheet Flooring to Dry and Wetted Palms",2,NA,"Vinyl Sheet Flooring","Smooth",8.61e-05,"<0.0002 mg/cm2",NA,"<0.0002 mg/cm2","mg/cm2",240,"3 - 12 hours",NA,"3 - 12 hours","Hand",79.2,1,1,1,1,"1","Wet","Wet",1,45,1,6.72,NA,NA,1,"Assumes entire surface area of palm exposed."
677,28,"Ingestion of 226Ra from Activated Paints on Military Equipment: Transfer Factors and Doses",9,NA,"Skin","Skin",0,NA,NA,NA,NA,NA,NA,NA,NA,"Pig Skin",NA,NA,2,NA,60,">6","Dry","Dry",1,60,8,20,NA,0,1,"Approximate transfer efficiency - absolute values not given"
691,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0832,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,61,1,382.1,NA,NA,1,"Assumes entire surface area of palm exposed."
692,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0832,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,61,1,81.3,NA,NA,1,"Assumes entire surface area of palm exposed."
693,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1881,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,61,1,30.2,NA,NA,1,"Assumes entire surface area of palm exposed."
694,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0278,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,63,1,185.5,NA,NA,1,"Assumes entire surface area of palm exposed."
695,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0278,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,63,1,3.7,NA,NA,1,"Assumes entire surface area of palm exposed."
696,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.0596,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,63,1,13.4,NA,NA,1,"Assumes entire surface area of palm exposed."
697,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.1288,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,62,1,47,NA,NA,1,"Assumes entire surface area of palm exposed."
698,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.1288,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,62,1,14.1,NA,NA,1,"Assumes entire surface area of palm exposed."
699,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1439,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",109.7712,0.65,1,5,1,"1","Dry","Dry",1,62,1,10,NA,NA,1,"Assumes entire surface area of palm exposed."
700,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0673,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",155.23893,0.46,1,5,1,"1","Dry","Dry",1,61,1,39.3,NA,NA,1,"Assumes entire surface area of palm exposed."
701,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0673,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,61,1,27.2,NA,NA,1,"Assumes entire surface area of palm exposed."
702,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1586,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,61,1,5.5,NA,NA,1,"Assumes entire surface area of palm exposed."
703,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0976,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,63,1,24,NA,NA,1,"Assumes entire surface area of palm exposed."
704,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0976,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,63,1,11.5,NA,NA,1,"Assumes entire surface area of palm exposed."
705,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1261,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,63,1,13.6,NA,NA,1,"Assumes entire surface area of palm exposed."
706,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.152,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,62,1,12.1,NA,NA,1,"Assumes entire surface area of palm exposed."
707,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.152,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,62,1,10.5,NA,NA,1,"Assumes entire surface area of palm exposed."
708,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.0761,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",150.81066,0.47,1,5,1,"1","Dry","Dry",1,62,1,2.5,NA,NA,1,"Assumes entire surface area of palm exposed."
709,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0232,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,61,1,159.8,NA,NA,1,"Assumes entire surface area of palm exposed."
710,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0232,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,61,1,33.1,NA,NA,1,"Assumes entire surface area of palm exposed."
711,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.0388,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,61,1,73,NA,NA,1,"Assumes entire surface area of palm exposed."
712,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.326,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,63,1,35.1,NA,NA,1,"Assumes entire surface area of palm exposed."
713,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.326,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,63,1,7.2,NA,NA,1,"Assumes entire surface area of palm exposed."
714,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1419,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,63,1,24.7,NA,NA,1,"Assumes entire surface area of palm exposed."
715,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0586,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,62,1,35.8,NA,NA,1,"Assumes entire surface area of palm exposed."
716,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0586,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,62,1,47.7,NA,NA,1,"Assumes entire surface area of palm exposed."
717,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.0764,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",132.91047,0.54,1,5,1,"1","Dry","Dry",1,62,1,8.9,NA,NA,1,"Assumes entire surface area of palm exposed."
718,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.0988,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,61,1,72.4,NA,NA,1,"Assumes entire surface area of palm exposed."
719,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.0988,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,61,1,21.4,NA,NA,1,"Assumes entire surface area of palm exposed."
720,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1546,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,61,1,5.7,NA,NA,1,"Assumes entire surface area of palm exposed."
721,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.1812,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,63,1,18.2,NA,NA,1,"Assumes entire surface area of palm exposed."
722,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.1812,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,63,1,53.9,NA,NA,1,"Assumes entire surface area of palm exposed."
723,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.1286,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,63,1,29.2,NA,NA,1,"Assumes entire surface area of palm exposed."
724,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.1102,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,62,1,28.3,NA,NA,1,"Assumes entire surface area of palm exposed."
725,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.1102,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,62,1,51.1,NA,NA,1,"Assumes entire surface area of palm exposed."
726,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.069,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",172.1412,0.41,1,5,1,"1","Dry","Dry",1,62,1,7.2,NA,NA,1,"Assumes entire surface area of palm exposed."
728,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm2",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,64,1,7.3,NA,NA,1,"Assumes entire surface area of palm exposed."
729,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.086,"0.002 - 1 mg",NA,NA,"mg/cm2",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,64,1,1.2,NA,NA,1,"Assumes entire surface area of palm exposed."
730,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm3",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,64,1,3.7,NA,NA,1,"Assumes entire surface area of palm exposed."
731,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm4",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,65,1,0.6,NA,NA,1,"Assumes entire surface area of palm exposed."
732,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.133,"0.002 - 1 mg",NA,NA,"mg/cm5",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,65,1,2.2,NA,NA,1,"Assumes entire surface area of palm exposed."
733,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm6",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,65,1,2.8,NA,NA,1,"Assumes entire surface area of palm exposed."
734,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm7",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,66,1,0.2,NA,NA,1,"Assumes entire surface area of palm exposed."
735,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.134,"0.002 - 1 mg",NA,NA,"mg/cm8",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,66,1,0.9,NA,NA,1,"Assumes entire surface area of palm exposed."
736,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm9",0,"0 - 60",NA,"0 - 60","Palm",109.8,0.65,1,5,1,"1","Dry","Dry",1,66,1,0.9,NA,NA,1,"Assumes entire surface area of palm exposed."
737,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm10",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,64,1,0.03,NA,NA,1,"Assumes entire surface area of palm exposed."
738,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.086,"0.002 - 1 mg",NA,NA,"mg/cm11",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,64,1,0.03,NA,NA,1,"Assumes entire surface area of palm exposed."
739,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm12",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,64,1,1.7,NA,NA,1,"Assumes entire surface area of palm exposed."
740,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm13",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,65,1,0.7,NA,NA,1,"Assumes entire surface area of palm exposed."
741,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.133,"0.002 - 1 mg",NA,NA,"mg/cm14",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,65,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
742,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm15",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,65,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
743,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm16",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,66,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
744,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.134,"0.002 - 1 mg",NA,NA,"mg/cm17",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,66,1,0.6,NA,NA,1,"Assumes entire surface area of palm exposed."
745,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm18",0,"0 - 60",NA,"0 - 60","Palm",155.2,0.46,1,5,1,"1","Dry","Dry",1,66,1,0.1,NA,NA,1,"Assumes entire surface area of palm exposed."
746,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm19",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,64,1,0.04,NA,NA,1,"Assumes entire surface area of palm exposed."
747,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.086,"0.002 - 1 mg",NA,NA,"mg/cm20",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,64,1,8,NA,NA,1,"Assumes entire surface area of palm exposed."
748,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm21",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,64,1,0.04,NA,NA,1,"Assumes entire surface area of palm exposed."
749,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm22",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,65,1,0.5,NA,NA,1,"Assumes entire surface area of palm exposed."
750,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.133,"0.002 - 1 mg",NA,NA,"mg/cm23",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,65,1,0.02,NA,NA,1,"Assumes entire surface area of palm exposed."
751,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm24",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,65,1,1.8,NA,NA,1,"Assumes entire surface area of palm exposed."
752,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm25",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,66,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
753,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.134,"0.002 - 1 mg",NA,NA,"mg/cm26",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,66,1,3.6,NA,NA,1,"Assumes entire surface area of palm exposed."
754,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm27",0,"0 - 60",NA,"0 - 60","Palm",132.9,0.54,1,5,1,"1","Dry","Dry",1,66,1,0.9,NA,NA,1,"Assumes entire surface area of palm exposed."
755,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm28",0,"0 - 60",NA,"0 - 60","Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,66,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
756,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.134,"0.002 - 1 mg",NA,NA,"mg/cm29",0,"0 - 60",NA,"0 - 60","Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,66,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
757,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.134,"0.002 - 1 mg",NA,NA,"mg/cm30",0,"0 - 60",NA,"0 - 60","Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,66,1,0.1,NA,NA,1,"Assumes entire surface area of palm exposed."
758,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm31",0,"0 - 60",NA,"0 - 60","Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,65,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
759,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.133,"0.002 - 1 mg",NA,NA,"mg/cm32",0,"0 - 60",NA,"0 - 60","Palm",170.5,0.42,1,5,1,"1","Dry","Dry",1,65,1,10.1,NA,NA,1,"Assumes entire surface area of palm exposed."
760,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.133,"0.002 - 1 mg",NA,NA,"mg/cm33",0,"0 - 60",NA,"0 - 60","Palm",172.1,0.41,1,5,1,"1","Dry","Dry",1,65,1,0.01,NA,NA,1,"Assumes entire surface area of palm exposed."
761,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm34",0,"0 - 60",NA,"0 - 60","Palm",172.1,0.41,1,5,1,"1","Dry","Dry",1,64,1,0.03,NA,NA,1,"Assumes entire surface area of palm exposed."
762,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.086,"0.002 - 1 mg",NA,NA,"mg/cm35",0,"0 - 60",NA,"0 - 60","Palm",172.1,0.41,1,5,1,"1","Dry","Dry",1,64,1,0.8,NA,NA,1,"Assumes entire surface area of palm exposed."
763,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.086,"0.002 - 1 mg",NA,NA,"mg/cm36",0,"0 - 60",NA,"0 - 60","Palm",172.1,0.41,1,5,1,"1","Dry","Dry",1,64,1,0.03,NA,NA,1,"Assumes entire surface area of palm exposed."
765,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.083,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,61,1,87.9,NA,NA,1,"Assumes entire surface area of palm exposed."
766,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Wood","Porous",0.083,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,61,1,30.8,NA,NA,1,"Assumes entire surface area of palm exposed."
767,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Fabric","Porous",0.19,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,61,1,7.4,NA,NA,1,"Assumes entire surface area of palm exposed."
768,29,"Investigation of Determinants of Dermal Exposure to Enable Development of a Dermal Advanced REACH Tool (DART)",2,"None","Metal","Smooth",0.03,"0.002 - 1 mg",NA,NA,"mg/cm2",NA,NA,NA,NA,"Palm",108.1,0.66,1,5,1,"1","Dry","Dry",1,63,1,32.3,NA,NA,1,"Assumes entire surface area of palm exposed."
